genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
3531163,47.36640389239504,3751,4,3,0,High
3566816,41.115057509557346,3718,1,0,0,Low
3562303,35.1149305675747,3795,1,0,1,Low
3961543,50.7046225031176,4147,0,0,1,Low
4958338,45.13986866972257,5181,5,2,1,High
4914984,56.73032216965847,5210,5,3,0,High
4658695,52.65042138020015,4872,2,2,1,High
4090728,47.74671685185612,4322,0,1,0,Low
2710689,53.783223113996435,2842,3,0,1,Low
3426212,47.05866254784493,3606,1,1,1,Low
3460251,41.67081942105846,3604,1,0,1,Low
2645219,50.34229238458401,2824,1,2,1,Low
2814191,46.077926917027455,2987,0,0,0,Low
4704562,45.36435766846687,4948,6,4,0,High
3783778,42.43384882300765,4007,1,0,1,Low
3983906,42.46605566239358,4177,0,0,0,Low
3950555,44.32939282684369,4187,0,0,0,Low
3532953,48.59593310422944,3695,0,0,1,Low
4291133,53.45507962691132,4478,4,3,0,High
4417956,37.92899286871057,4651,0,0,0,Low
4709169,51.01042824021026,4953,4,5,0,High
3610495,46.48168751200885,3750,0,0,0,Low
3884850,53.86568146369515,4049,1,0,0,Low
2705886,42.78701107266174,2799,0,0,1,Low
5415193,53.589928703582736,5749,5,1,0,High
3796062,35.1820097301841,3971,2,0,0,Low
3728302,43.175870729633274,3882,0,0,0,Low
4187067,46.31386081634368,4381,0,0,1,Low
3357432,46.19839313503618,3499,0,0,0,Low
4014884,53.247925831107395,4187,2,0,1,Low
3150723,33.4402922386128,3339,2,0,1,Low
4661034,47.420092190443974,4949,0,0,0,Low
5297001,52.26339399026367,5584,1,8,1,High
3199314,38.76188499897334,3320,0,0,1,Low
2802132,49.469926291035065,2982,1,3,1,Low
3740250,50.762068828953865,3979,1,0,1,Low
3094628,50.47569173849513,3218,0,0,0,Low
5103365,47.69273210549178,5370,6,3,1,High
3874613,47.987084302852686,4124,0,0,1,Low
3074995,46.32723012137068,3280,1,0,1,Low
4502825,40.94208665770305,4747,3,7,0,High
3513588,44.27200965886812,3717,0,0,1,Low
5712945,56.309229158500116,5997,0,6,1,High
2350532,48.47925632562135,2489,2,0,1,Low
4689483,47.56412815172944,4947,0,0,1,Low
3746218,49.73898025122427,3909,0,0,1,Low
5138501,56.43536567628682,5427,7,4,1,High
5132198,55.3735472527578,5388,3,5,0,High
2939075,52.18198261753889,3131,0,0,1,Low
4522457,44.84728004256913,4802,0,0,1,Low
5525687,53.02131268698018,5816,2,4,0,High
3630812,49.4767062382595,3809,0,0,1,Low
2901241,44.07930795689904,3063,2,0,0,Low
3374116,46.569325997102624,3571,0,0,1,Low
4394892,56.80734722424485,4665,1,8,1,High
3253921,46.604364582064456,3394,1,0,1,Low
4757379,52.35619912761583,4966,3,3,1,High
4603474,51.100498488189736,4824,3,5,0,High
3916308,60.59368543385507,4166,1,0,0,Low
4387518,48.19070342922384,4584,0,0,1,Low
3401533,42.438252206039266,3619,1,0,1,Low
4188579,48.769596608109886,4422,3,2,1,High
3012969,36.2895443459373,3186,0,1,0,Low
3173701,61.90509738718113,3311,2,1,1,Low
3769520,46.067928176295574,3979,2,0,0,Low
3382124,35.43359985775976,3546,1,1,0,Low
4227130,47.03205856020736,4451,8,3,1,High
3814756,43.9619988582928,3965,0,0,1,Low
4684567,45.96556218248116,4883,2,2,1,High
4475043,53.018290536987855,4661,0,0,0,Low
5083028,50.06606436638474,5372,4,4,0,High
3249112,50.64021774298913,3449,0,0,0,Low
3011830,61.234718116064386,3163,1,0,1,Low
5134754,50.822394934071355,5394,3,1,1,High
4521435,49.44510671789434,4733,3,5,0,High
4335895,55.50996927284001,4565,1,1,1,Low
3665611,51.040815567314844,3852,0,0,0,Low
3668238,43.66016970503628,3879,2,0,1,Low
4994010,48.83310290444362,5267,5,3,0,High
3340237,55.95024076950125,3559,1,0,1,Low
3265710,35.952608557415594,3453,1,1,0,Low
2508118,44.87874591927552,2661,1,0,1,Low
3815708,46.26339692087337,4025,0,0,1,Low
2300918,39.54941105778984,2417,1,1,1,Low
3558802,53.122558462938684,3711,0,1,1,Low
3355039,42.72096416339408,3578,0,1,1,Low
3281088,42.60085217018839,3455,0,0,0,Low
4394459,55.185369401125676,4610,1,1,1,Low
5096179,48.60859610523694,5348,3,5,0,High
3290467,42.69855993666266,3481,0,0,1,Low
4264966,59.45991975840988,4500,1,0,0,Low
3937120,47.93033931326974,4141,0,0,1,Low
3789581,47.89874996565388,3953,1,0,1,Low
3275621,53.31267593634954,3475,0,0,1,Low
4148876,47.55095618324045,4416,2,0,1,Low
4758709,50.82284362281706,5009,4,4,0,High
5148465,42.32489813172232,5415,6,9,1,High
4944636,52.66113757803031,5175,0,0,0,High
4013643,46.259689300294696,4238,0,0,1,Low
3933059,50.63446041548119,4117,0,0,1,Low
4778775,54.0272455906522,5050,5,1,0,High
5534184,50.82479495053239,5801,4,2,1,High
3500057,52.725530840166705,3642,1,0,1,Low
3563714,48.45663324575989,3730,1,0,1,Low
3756837,44.031072688310886,3955,0,0,0,Low
3536597,54.91739263305996,3748,1,1,1,Low
3884372,45.98266551474281,4096,1,0,1,Low
3806164,51.73136377324787,4007,2,1,1,Low
4108266,51.512617554755856,4291,4,7,0,High
5441869,52.187514173213245,5720,5,4,0,High
2911320,46.40692394802329,3046,0,1,1,Low
3650076,52.048401331852645,3859,1,1,1,Low
4014438,53.74083976485517,4219,0,0,0,Low
3583009,53.9787756924779,3805,1,0,1,Low
3966468,42.466341855818385,4218,1,0,1,Low
2674158,44.87299579795111,2811,0,0,0,Low
4439143,56.55932891110902,4676,0,0,1,Low
3225801,49.59729156091744,3376,2,1,0,Low
3368962,52.342157312765416,3500,0,0,0,Low
4620802,44.420662529671155,4874,5,3,1,High
3795523,44.7847183269931,4009,0,0,1,Low
5484204,56.06237923900442,5795,6,2,0,High
4930380,50.80987197590667,5187,1,9,0,High
4943633,51.84834128746892,5167,2,5,1,High
3957934,45.58269477080439,4152,1,0,0,Low
3592322,39.22419628260585,3817,0,0,0,Low
5225671,50.731086447114095,5483,3,5,1,High
4771878,47.73315557011643,5064,1,10,1,High
4246858,47.18016894473051,4448,2,4,1,High
3596434,53.36754889541538,3754,1,0,0,Low
3921761,40.64747881070632,4154,1,0,1,Low
3778514,58.4640614044544,4010,1,0,1,Low
2934247,48.0947086401639,3059,0,0,1,Low
3060033,53.5809973732896,3173,2,0,1,Low
3610438,52.24025082121385,3766,2,0,0,Low
3020074,46.65048276266789,3219,0,0,1,Low
3570553,50.80327267418472,3756,6,6,0,High
3698752,39.41608491767256,3889,0,0,1,Low
4206513,45.112334327445836,4410,0,1,1,Low
3178675,44.78385046261092,3384,2,1,1,Low
3614377,40.24211188658887,3834,1,0,0,Low
5073177,53.208441884699546,5334,2,7,0,High
5100618,59.447659512600694,5405,1,5,0,High
4346125,47.827026363302465,4574,1,4,1,High
3736938,54.57782947254773,3889,1,0,1,Low
3266038,41.12069901775526,3394,0,0,1,Low
3376359,53.079415677630465,3594,0,0,1,Low
4146695,53.243905380056894,4381,7,3,0,High
5112616,54.7068689894013,5362,0,2,1,High
4169570,46.69846910034049,4392,0,0,1,Low
3288871,45.0578604208519,3414,3,0,1,Low
5526605,54.242314963312964,5844,3,8,1,High
4862961,54.02654581963601,5161,4,2,0,High
4441568,51.30286162704454,4705,0,0,0,Low
3880671,55.39588502629106,4079,1,1,0,Low
2752209,35.50692562179783,2946,0,0,0,Low
5642872,56.93091336827314,5925,9,4,1,High
2691866,44.20102157031117,2860,1,1,1,Low
4334379,45.30828687916889,4554,2,0,1,Low
3608034,54.85590411577475,3753,0,0,0,Low
4814424,50.78007480060668,5017,1,6,1,High
4075911,38.258915688605825,4266,1,0,1,Low
4098308,45.73083788935625,4327,2,0,0,Low
5260198,56.2714267091776,5522,3,2,1,High
3536853,38.127372970429214,3710,0,0,1,Low
4041042,48.803905343659935,4285,1,0,1,Low
5047756,53.91811003467508,5320,1,3,0,High
3974212,52.36477316719255,4142,0,0,0,Low
4427572,49.84075977521676,4643,0,1,0,High
3759421,49.329588108820445,3996,0,1,1,Low
4541084,55.10170932702742,4809,5,3,0,High
5906403,52.229791660399684,6253,2,6,0,High
3366981,44.016662966321,3558,1,0,1,Low
4011780,45.58899645000443,4220,3,2,0,High
3310803,53.184686352299835,3533,0,0,1,Low
3645992,41.223556473822796,3868,0,0,1,Low
4515647,55.86511495693868,4767,5,3,0,High
4170449,42.39649318466773,4435,0,0,1,Low
5652664,55.37962369048684,5943,2,5,1,High
3709340,46.76785665672711,3883,0,0,0,Low
5471906,55.61513655129707,5770,1,2,0,High
3724864,40.565231856586394,3931,0,1,1,Low
4999593,55.74271051965063,5309,1,8,0,High
4884688,48.8968560427496,5178,5,2,0,High
3413563,46.36654489526377,3580,1,0,1,Low
3908245,52.92889463502982,4125,0,0,0,Low
3630295,55.20190984920162,3857,0,0,1,Low
4418971,50.53286215317158,4659,1,1,1,Low
3746213,38.182499104034854,3950,1,0,1,Low
3793917,51.51042121475023,4037,1,0,1,Low
2822564,46.69404950860486,2959,1,0,1,Low
3508970,52.8583157049686,3661,2,4,0,High
3400824,53.184943550806835,3607,1,0,1,Low
3608668,38.376798271215605,3823,1,1,1,Low
4136900,44.53228465093552,4365,0,1,0,Low
4089572,55.49193452333783,4323,0,0,1,Low
3261512,52.12108186238232,3468,1,0,1,Low
3722076,54.71756133537382,3893,2,2,1,Low
3803074,39.14632352170236,4021,1,0,1,Low
3692684,40.73388988978678,3912,1,0,1,Low
3596793,39.35986465289892,3782,0,0,1,Low
3387693,38.41495455148318,3562,1,0,0,Low
4462419,49.71609484580775,4678,1,0,1,Low
3178612,46.38282347612902,3346,0,0,1,Low
2827506,54.49704860349835,2979,3,0,1,Low
3368225,51.65999202022625,3496,0,1,1,Low
2484793,49.28636608429011,2642,1,0,0,Low
3620858,40.06749196731054,3793,1,0,1,Low
3141220,47.97310922173925,3282,1,0,0,Low
3523758,58.070368884653604,3667,0,0,1,Low
3403158,62.77808213265014,3614,0,2,1,Low
3289448,51.629489329653104,3419,0,0,0,Low
3239875,55.98474668438122,3418,5,4,0,High
4109484,51.07484410693131,4310,0,0,1,Low
4362659,45.69436076876128,4597,1,3,1,High
3622892,42.373537620441176,3763,0,2,1,Low
4097074,57.16384934516759,4278,1,0,1,Low
3823763,47.87576566618574,4028,1,0,1,Low
3683492,48.135660142887325,3862,1,1,0,Low
4687848,51.24995581113874,4969,4,5,0,High
3652264,44.53707097466303,3795,0,0,1,Low
2870614,46.571631068204,2981,0,0,1,Low
4870146,49.37369214661231,5095,6,6,0,High
4245721,49.48446783062729,4427,2,3,1,High
3716523,49.87942949400427,3887,0,0,1,Low
3525555,50.76683030942387,3752,0,0,1,Low
5337967,52.583034557310626,5593,2,2,1,High
4210180,46.91697418031321,4392,6,4,0,High
3275743,51.16866913098027,3467,0,0,1,Low
3012489,52.5465286812491,3175,0,0,0,Low
3594279,48.840101465251884,3821,0,0,0,Low
2922691,40.80644357121782,3033,1,0,0,Low
3860190,41.04434291118898,4031,0,0,1,Low
4329463,54.81541265579574,4528,2,3,1,High
3335780,51.94582967137122,3541,1,0,1,Low
4451695,59.5914723031965,4653,6,3,0,High
3190881,44.09125988232929,3378,1,0,1,Low
4825538,48.58712752743248,5093,1,7,0,High
5096845,56.93017514483185,5370,8,3,0,High
3391015,44.13226721352916,3611,3,0,0,Low
3789770,48.91216068160202,4027,2,0,1,Low
3139805,44.66759760334597,3266,1,0,0,Low
4911287,49.24402827501212,5140,1,6,1,High
3086261,41.736474118506095,3230,1,0,1,Low
2434650,54.743623189872025,2597,0,0,1,Low
3016171,46.18043533399976,3125,1,0,0,Low
3968643,46.77570266377119,4203,0,1,1,Low
5607452,56.91747673432869,5854,4,3,0,High
4319314,49.44778018998258,4580,0,1,1,Low
3136267,40.67751473513349,3308,1,0,1,Low
3390901,53.16824509958087,3613,1,1,1,Low
4624235,55.93731313090806,4854,6,3,0,High
3378754,51.11135221204213,3546,0,0,1,Low
3516394,54.82296741635007,3656,0,0,1,Low
3615507,42.46105354315388,3854,0,0,1,Low
4307271,53.90867963675931,4509,3,5,1,High
4654333,53.88157096803663,4920,7,5,1,High
4620529,61.37627220392582,4818,6,4,0,High
2297628,48.09548977830402,2376,1,0,0,Low
3164161,36.64331833385144,3364,2,0,0,Low
4827564,49.990437009119766,5083,4,5,0,High
3842151,48.97220396167288,4079,1,1,0,Low
3438845,49.43932011695486,3571,0,0,1,Low
3350508,56.48904081875556,3511,0,0,1,Low
2639697,46.66344358669135,2801,1,0,0,Low
3985735,50.516541733047646,4148,0,0,1,Low
3002596,47.00341342189739,3151,0,1,1,Low
3631969,39.80274371639361,3795,0,0,1,Low
3863553,57.04540472284191,4061,0,0,0,Low
2294006,41.14594775569043,2375,0,0,1,Low
5411805,63.80305898642314,5698,1,0,1,High
2964650,38.53991236888484,3114,0,0,1,Low
3040490,42.11672203730218,3185,1,0,0,Low
3538041,49.42202979527198,3742,1,0,0,Low
4048650,31.96971453969821,4294,0,0,0,Low
4301551,53.32355696736897,4480,0,1,0,Low
3681313,55.760560908125036,3893,0,0,1,Low
4295834,51.48462928101066,4543,2,6,1,High
4623909,51.717921789090326,4853,4,4,0,High
2540981,46.27841789371209,2666,2,0,1,Low
4115954,48.61563589426622,4353,0,0,1,Low
3977030,51.897191069963256,4172,3,2,0,High
3531454,45.9970075532389,3684,2,2,1,Low
4389647,48.7421976431398,4628,5,4,0,High
3172208,48.5454135026629,3329,1,0,1,Low
4784710,60.244981873842306,5005,4,6,1,High
3426404,56.507233316838466,3636,2,0,1,Low
3613161,51.295650153829605,3830,0,0,0,Low
5078219,51.27031947693949,5384,5,3,0,High
3937435,50.812651236681056,4105,0,0,1,Low
4017946,48.92066430166292,4197,1,1,1,Low
4717079,50.56122933719671,4992,0,5,1,High
3932754,52.94951388801596,4113,1,0,0,Low
5904125,49.14707195750178,6244,1,4,0,High
3096807,43.19422229870371,3303,0,0,1,Low
4131113,67.37897476085718,4389,0,1,1,Low
5198102,52.502339123059336,5507,2,3,0,High
3966419,48.43416233945031,4193,0,0,1,Low
4237918,47.55864828545399,4431,2,4,1,High
5120905,52.0129773763128,5417,4,1,0,High
3964372,54.07596677220069,4145,1,1,1,Low
3980445,47.574183180923725,4178,0,0,1,Low
2915394,39.77281942619575,3109,0,0,0,Low
2439938,42.370024775779505,2529,0,1,1,Low
3052026,49.62620551716747,3197,2,0,1,Low
5202205,56.33686081656545,5525,3,4,1,High
3759968,59.74822447676502,3919,0,0,1,Low
1755109,40.49385130744997,1877,0,0,0,Low
3709670,43.20887764689583,3927,0,0,1,Low
3340513,45.054631583603104,3516,1,1,0,Low
3550083,45.43136311036038,3695,0,0,1,Low
4105977,43.64499417517525,4355,0,0,1,Low
4517524,54.51654119303113,4761,3,3,0,High
3394646,51.29413580723057,3601,2,0,0,Low
5175242,49.302798356348234,5408,3,4,1,High
4159538,51.88444515959861,4400,0,1,1,Low
4212545,50.105408543913356,4448,0,1,0,High
3510135,38.80666927655813,3721,1,0,1,Low
4382380,59.691973819313965,4591,4,6,1,High
3261994,47.41323001749478,3387,0,0,1,Low
4154112,48.165847073049555,4385,2,0,1,Low
5158203,54.28341825646041,5379,4,6,1,High
3070440,46.66529813375488,3228,0,0,1,Low
3392261,51.37787509142913,3543,1,0,1,Low
4383755,59.13048081368194,4641,4,2,0,High
3593463,55.69187017426012,3829,1,0,0,Low
3049808,46.13157049504103,3238,0,0,1,Low
3446326,57.30826632605696,3584,1,0,1,Low
3906629,49.265768677661946,4078,0,0,1,Low
2537266,46.906443991845926,2642,2,1,0,Low
4603381,56.816510961853815,4886,4,1,0,High
4616881,46.12532144012391,4845,1,1,1,Low
4947411,48.322181293038575,5181,5,3,0,High
2798535,55.750293645127435,2974,0,0,0,Low
4999839,48.47801447176367,5223,4,6,0,High
4116621,55.18980263560765,4381,0,0,1,Low
5091111,57.70759691130125,5381,4,6,1,High
2873764,49.92219263899469,3045,0,0,0,Low
3542535,38.481989549208656,3761,2,0,1,Low
3704040,47.40480318206073,3918,0,0,1,Low
3539894,49.961114437565605,3735,0,0,1,Low
3308305,45.458701508685074,3526,0,0,1,Low
5265018,47.805710127007,5576,5,3,0,High
2744453,54.33211840482626,2855,0,0,1,Low
4600107,50.574135989598474,4868,5,8,1,High
4285172,46.407671840324866,4544,5,2,0,High
3488899,47.906717078138556,3676,1,0,0,Low
3129992,39.62045864923289,3337,1,0,0,Low
4605202,54.927770853830125,4840,6,3,1,High
5117038,48.020783034392316,5416,0,4,0,High
4241930,49.21630429163556,4484,3,5,1,High
4645619,48.35429024984815,4936,4,6,1,High
3913494,44.1384437873068,4151,0,0,1,Low
3606109,50.15297119587162,3759,0,0,0,Low
3261244,42.14949556080896,3400,0,0,1,Low
2516452,39.1777191919457,2629,0,0,1,Low
3357319,49.351153964945595,3515,0,1,1,Low
5502812,51.75709637824466,5802,6,6,1,High
3130511,43.52869629763437,3285,1,0,1,Low
2989591,43.7885772508552,3192,1,0,1,Low
3602706,55.25451838808403,3774,0,0,1,Low
2928553,49.27150676229243,3121,0,0,0,Low
2901970,40.230806090242815,3023,0,0,1,Low
4200819,56.06859069751725,4409,3,6,1,High
3713083,52.23945467988636,3930,0,0,0,Low
3666501,49.95937809517833,3838,1,0,0,Low
3635842,48.68151327458051,3835,0,2,1,Low
3956301,53.391767200382915,4149,0,0,0,Low
3173239,50.688625412748216,3347,0,0,0,Low
3141595,53.97031647994227,3286,0,0,1,Low
3882289,49.05845649403282,4083,0,0,1,Low
3117259,47.73872596752672,3264,1,0,1,Low
2709236,48.2552828876844,2815,0,0,0,Low
4211832,55.12503312307593,4399,1,0,1,Low
4452048,49.8318141359897,4687,7,3,0,High
3782099,49.86774990159861,3978,1,0,1,Low
5343067,55.210008498632085,5604,3,1,0,High
3748309,53.134175040618764,3898,0,0,1,Low
2919831,56.59049690544647,3079,0,1,1,Low
4886072,54.07833131074005,5182,2,2,0,High
4244417,50.622616380265164,4444,2,3,1,High
4118306,50.04337316683898,4309,3,0,1,Low
2703995,50.71203221149469,2822,0,0,0,Low
4444606,48.0148077061029,4709,3,3,0,High
3271343,48.93405232613032,3452,1,0,1,Low
4724434,56.640399170294295,4936,3,5,0,High
4630089,52.7285394840447,4899,2,5,1,High
2899443,48.45251718501247,3026,1,0,0,Low
4834915,56.406218600226204,5074,5,1,0,High
3817986,41.46110337907665,4050,1,1,1,Low
2872383,60.57885723327342,2976,0,0,1,Low
4788833,48.50494362900999,5063,0,4,1,High
4998336,50.53620701109984,5223,5,2,0,High
5059869,56.13269504297397,5354,0,2,1,High
4550287,56.14063072945141,4749,4,1,0,High
3125314,52.1407092993591,3256,0,0,1,Low
3172777,51.77685898268686,3329,0,0,1,Low
3338090,58.556037210370974,3466,1,1,1,Low
4792072,53.1279369707777,5055,5,1,0,High
4663130,56.29082269450837,4920,0,6,1,High
3727336,51.30839005666945,3882,0,0,1,Low
4837575,51.289535168906596,5123,5,4,0,High
4931058,45.42656871667445,5169,4,5,1,High
4843982,55.64184440980736,5081,1,6,0,High
5457896,48.39427919690802,5756,5,1,0,High
4459577,56.09762359707357,4726,3,3,0,High
3602660,44.77170510303009,3801,0,1,0,Low
5117800,54.63022713586306,5408,1,3,0,High
3731634,49.70207069819312,3898,0,0,1,Low
3673757,62.592161851080746,3893,1,1,0,Low
3936737,41.645499477948746,4109,2,0,1,Low
6042072,56.76990961003028,6398,4,4,1,High
3234067,50.300198817292326,3428,2,1,1,Low
2839845,54.72249739008752,3023,0,0,1,Low
3318934,38.64013078251837,3524,0,0,1,Low
4615378,58.36334133570789,4874,3,2,1,High
4524524,50.09130412541459,4740,5,4,0,High
3832331,46.80107009378535,4032,0,0,1,Low
4195337,53.21097517002017,4391,5,8,1,High
2916705,59.25311666889613,3058,0,0,1,Low
2701418,50.63464502294399,2885,0,0,1,Low
4007133,55.560416377021056,4170,0,0,1,Low
4998534,47.20737078057786,5294,4,8,0,High
4019327,36.04688660190472,4186,1,1,1,Low
5662654,54.56998183591838,5922,3,8,1,High
3913291,56.24878782032868,4108,1,0,0,Low
3420316,60.80757330853346,3608,0,0,0,Low
3333827,58.59318047226404,3528,0,0,0,Low
2850427,44.575755283657095,3010,1,0,1,Low
3822340,49.31650799926148,4047,0,0,1,Low
4369363,45.007248611037355,4622,6,5,0,High
3460570,48.86370775726229,3649,0,1,1,Low
3695642,44.07238187442607,3895,0,0,0,Low
4424109,47.909721068488274,4640,1,0,1,Low
4648612,54.64195592938279,4942,3,4,1,High
3173303,45.597019571843695,3292,1,0,1,Low
3729941,41.57196749905163,3886,1,0,0,Low
4322553,52.35022395595418,4567,0,0,0,Low
4254211,43.62706205698907,4521,0,0,1,Low
2773955,42.11725645306051,2947,0,0,1,Low
3445624,36.29942903988744,3587,0,0,1,Low
4043371,44.123800679084,4221,1,1,1,Low
4164359,50.984349457602704,4431,2,3,0,High
3240087,49.13064048252454,3453,0,0,1,Low
5303824,49.155734669549986,5556,4,4,0,High
3755354,50.268093886561324,3949,0,0,0,Low
3179077,51.0082595744229,3296,0,0,1,Low
3210406,52.93705243929815,3423,2,0,1,Low
2723766,55.605225975980346,2861,0,0,1,Low
3071152,46.48937834841073,3207,2,0,0,Low
5191325,48.72291611107109,5448,8,6,1,High
5621407,51.68312178465714,5890,2,6,0,High
2941289,39.25219744687586,3104,0,0,0,Low
3521821,48.83895162795632,3677,0,0,0,Low
4164697,46.369917931983885,4429,0,0,0,Low
4023056,59.32866527287512,4260,0,0,1,Low
5216088,51.38679119691499,5476,3,2,1,High
2873498,52.90930749927389,2995,0,0,1,Low
3879479,39.297159543268734,4046,0,0,1,Low
3783028,47.715466916238206,3955,0,0,1,Low
3219904,48.31996779509663,3402,1,1,1,Low
4542057,54.138334515594956,4767,2,7,1,High
3489763,40.4545984208381,3692,0,1,1,Low
3932013,44.48117194271217,4124,1,0,0,Low
3525679,43.09742724815861,3714,1,1,1,Low
3239337,52.796501401424905,3386,0,0,0,Low
3566207,44.73755333780445,3766,1,0,1,Low
2878924,40.97231387633096,3060,1,0,1,Low
4295398,60.8749734301234,4545,4,7,0,High
4896960,52.25277441540091,5189,5,9,0,High
4465313,52.47734551610459,4712,3,8,1,High
4736929,53.30668368616867,5009,2,6,0,High
3738619,40.802333548586766,3911,0,0,1,Low
3378200,57.14021131877877,3524,0,0,1,Low
3317225,45.55081995881868,3531,0,0,1,Low
3574936,51.580762663984885,3755,1,0,1,Low
4398806,47.06187786340829,4607,1,1,0,Low
2696364,40.92496068758215,2886,0,0,1,Low
4820692,51.39049001091529,5100,7,1,0,High
3514605,50.00695925007206,3715,1,0,1,Low
4894349,53.98851062942483,5153,3,3,0,High
3498197,49.05039028076033,3719,0,0,0,Low
5162961,57.970439789856144,5450,9,3,0,High
3873497,50.51471555443595,4031,3,2,0,High
3307299,49.00225862501487,3478,4,0,1,Low
2947102,54.156037491633114,3056,0,0,1,Low
5135298,47.44382844568764,5385,1,4,0,High
3196217,44.03284646596488,3398,0,0,0,Low
5147059,48.89044492624737,5430,5,4,1,High
2735496,42.60351644905151,2878,2,0,1,Low
3683523,49.67887112581413,3890,2,1,1,Low
2935875,56.4568578080781,3121,0,0,1,Low
3189729,43.499770934141274,3394,0,0,1,Low
3131885,48.12557521433516,3263,2,0,0,Low
3375672,44.963938264778584,3524,0,0,0,Low
2875709,49.24089817074842,2978,0,1,0,Low
